用户id,用户名,评论时间,IP地址,评论内容,点赞数量,aweme_id,scores,segmented
76204662728,想喝奶茶了,2025.08.07,辽宁,等会？BGM是什么？[憨笑],0,7535450961416195362,0.4737672181921908,？ BGM ？ [ 憨笑 ]
84230136950,迪迦奥特曼,2025.08.07,山西,想建个qq聊天群什么都聊（不是钓鱼）[送心][送心][送心],2,7535450961416195362,0.04230414384566861,想建个 qq 聊天 群 聊 （ 钓鱼 ） [ 送心 ] [ 送心 ] [ 送心 ]
4006241436707229,下次看海约在哪,2025.08.08,广东,《压片战争》[憨笑],0,7535450961416195362,0.44767845850986676,《 压片 战争 》 [ 憨笑 ]
2533738124677504,Lee .,2025.08.07,辽宁,以为在砍篇呢是吧[憨笑],1,7535450961416195362,0.09426392261271421,砍 篇 [ 憨笑 ]
1726691718203872,霁川未明,2025.08.07,辽宁,我这有究极魔丸，1mb的而且比特率降到0的[憨笑],7,7535450961416195362,0.20549458619130723,有究 魔 丸 1mb 比特率 降到 0 [ 憨笑 ]
679971805472484,南屿by,2025.08.07,江西,kb的来了[憨笑][赞],6,7535450961416195362,0.8907794886980619,kb [ 憨笑 ] [ 赞 ]
580997930556120,小鱼,2025.08.07,宁夏,只能看几个色块了,0,7535450961416195362,0.05533722826104559,只能 几个 色块
3448500521808455,资本家,2025.08.07,江苏,那我下载的算什么[憨笑],2,7535450961416195362,0.40501537976682755,下载 算 [ 憨笑 ]
1925939294123032,十四行情诗,2025.08.07,广西,可以和渲染大赛一个级别了[捂脸],2,7535450961416195362,0.06353907604606013,渲染 大赛 级别 [ 捂脸 ]
1807207650298451,🌈江河湖泊浪涛涛,2025.08.07,黑龙江,这个聊天气泡也是牛逼[憨笑],0,7535450961416195362,0.3345279322079383,聊天 气泡 牛 逼 [ 憨笑 ]
1991942659376280,岂慢,2025.08.07,湖南,这么糊是不是可以发片了,1,7535450961416195362,0.6724193462623931,糊 发片
2027928166873052,奥托·阿波卡利斯,2025.08.07,江西,@蒸熟的白面 这不就是那群里发的嘛,0,7535450961416195362,0.13780385253301808,@ 蒸熟 白面   不 群里发
2489710207581323,楚子航,2025.08.07,江苏,谁有[黑脸]想要[黑脸],1,7535450961416195362,0.2286931120942024,[ 黑脸 ] 想要 [ 黑脸 ]
4190991305160765,Navi.,2025.08.07,安徽,@人 压片战争[憨笑],1,7535450961416195362,0.8020859269935734,@   压片 战争 [ 憨笑 ]
3158214967574164,我坐车,2025.08.08,河南,背景音乐也是天才[憨笑],0,7535450961416195362,0.5965376903581893,背景音乐 天才 [ 憨笑 ]
3513689264635447,鲁鲁鸟（有亩）,2025.08.07,江苏,[捂脸][捂脸][捂脸]我有15mb的,4,7535450961416195362,6.317191941718203e-05,[ 捂脸 ] [ 捂脸 ] [ 捂脸 ] 15mb
3408920826618135,12345658888,2025.08.07,河北,[捂脸][OK][OK],3,7535450961416195362,0.04096626004626014,[ 捂脸 ] [ OK ] [ OK ]
2195060066887064,片面,2025.08.07,山东,我有29kb的,0,7535450961416195362,0.5,29kb
2401808639855518,和你一起醒来,2025.08.07,山东,7个g的谁要,1,7535450961416195362,0.5,7 g
3685158977805048,江宝儿_,2025.08.07,山西,等一下，看了不会笑吗兄弟们哈哈哈哈哈哈[泪奔][图片表情],0,7535450961416195362,0.9993606734316184,笑 兄弟 哈哈哈 哈哈哈 [ 泪奔 ] [ 图片 表情 ]
2911977721049939,数学初恋，现任是泪,2025.08.07,山东,十几块充个会员能要你命是的[捂脸],1,7535450961416195362,0.02427069112397373,十几块 充个 会员 要你命 [ 捂脸 ]
3666236341486692,羽&川,2025.08.07,江苏,压片战争,1,7535450961416195362,0.5,压片 战争
1338547322487306,吉伊卡哇,2025.08.07,浙江,打开就一堆像素点在动[看][赞],0,7535450961416195362,0.5740196064674069,打开 一堆 像素点 动 [ ] [ 赞 ]
2216270027298247,一见梵梦,2025.08.07,四川,,21,7535450961416195362,0.5,nan
123566564327808,⭕,2025.08.07,山东,还有高手[流泪],20,7535450961416195362,0.7336073924358482,高手 [ 流泪 ]
104943914811,落幕,2025.08.07,山东,什么压片战争,10,7535450961416195362,0.5,压片 战争
4358052281846116,高冷帅气夏少（至尊无敌版）,2025.08.07,河南,谁能给我发gif的[黑脸][黑脸],75,7535450961416195362,0.08863350617372623,谁能给 我发 gif [ 黑脸 ] [ 黑脸 ]
378688202355984,bi8bo　　　　　　　　　🪳,2025.08.07,河南,[黑脸],1,7535450961416195362,0.35631045623749336,[ 黑脸 ]
72116634433,NewFish16,2025.08.07,云南,@理岩🍀压片战争么，有趣[图片表情],1,7535450961416195362,0.981745167846965,@ 理岩 🍀 压片 战争 有趣 [ 图片 表情 ]
3450690492966621,yaozhuo,2025.08.07,江苏,我这有个14kb的[看],2,7535450961416195362,0.5,14kb [ ]
4503664609618503,Riffranm,2025.08.08,河南,谁能发我[憨笑],0,7535450961416195362,0.30311160051929864,能发 [ 憨笑 ]
1895985309554212,鹤烟,2025.08.07,青海,@Yoni 坏了这坨💩我真有原片[九转大肠],3,7535450961416195362,0.28521244631693576,@ Yoni   坏 坨 💩 真 原片 [ 九转 大肠 ]
3389153984125491,猪精来袭。,2025.08.07,广东,？评论区全是神人[钱]@诺诺诺诺诺诺诺,1,7535450961416195362,0.00612252168595151,？ 评论 区全 神人 [ 钱 ] @ 诺诺 诺诺 诺诺 诺
55516941164,aeriの犬,2025.08.07,广东,有没有人给我那个gif的,0,7535450961416195362,0.3302485663264493,有没有 gif
1352875614407072,中和弦,2025.08.08,江苏,视频是神人，评论是神人，音频更是神人[抱抱你][抱抱你]@Yiovou @^留在方圆几里 @要说早安 @你头发乱了哦 @🍏🍎🍏 @₍˄·͈༝·͈˄*₎◞ ̑̑ @懒懒小糕手,0,7535450961416195362,0.9974060002776409,视频 神人 评论 神人 音频 更是 神人 [ 抱抱 ] [ 抱抱 ] @ Yiovou   @ ^ 留在 方圆 几里   @ 要说 早安   @ 头发 乱   @ 🍏 🍎 🍏   @ ₍ ˄ · ͈ ༝ · ͈ ˄ * ₎ ◞   ̑ ̑   @ 懒懒 小糕 手
3292387785594779,清风拂山岗,2025.08.07,贵州,为什么20mb的比30mb的清楚？,0,7535450961416195362,0.5,20mb 30mb ？
2555692151218816,火爆小猫,2025.08.07,山东,看见没，如果你早发你也火了[抱抱你][抱抱你]杨某[奸笑]@匿名 @喵大王 @茶泡饭 @椰子🥥 @努力活着₍ ◟(∗˙ ꒵ ˙∗)◞ ₎！ @禾,4,7535450961416195362,0.9999801867023602,没 早发 火 [ 抱抱 ] [ 抱抱 ] 杨某 [ 奸笑 ] @ 匿名   @ 喵 大王   @ 茶泡饭   @ 椰子 🥥   @ 努力 活着 ₍   ◟ ( ∗ ˙   ꒵   ˙ ∗ ) ◞   ₎   @ 禾
109962664632,康师傅冰红茶,2025.08.07,北京,我有,0,7535450961416195362,0.5,
105968611274,月天大帝,2025.08.07,海南,我还真有，群里面刚刚才发[捂脸],10,7535450961416195362,0.025546460566746254,真 群 刚刚 发 [ 捂脸 ]
3971038087229723,爱吃土豆的小学鸡,2025.08.07,河北,第三次压片战争[憨笑][憨笑][憨笑][图片表情],12,7535450961416195362,0.27017356562685124,第三次 压片 战争 [ 憨笑 ] [ 憨笑 ] [ 憨笑 ] [ 图片 表情 ]
655775515028719,i瑞小天才,2025.08.07,江西,,14,7535450961416195362,0.5,nan
2018351064286584,难相遇,2025.08.07,河南,1mb来了孩子,18,7535450961416195362,0.749192497932455,1mb 孩子
105716928514,用户337529,2025.08.07,新疆,有没有ppt,0,7535450961416195362,0.5966560733510445,有没有 ppt
98845321521,Mc_3312.(Kotama Mix),2025.08.06,山东,有3kb的了[抱抱你],80,7535450961416195362,0.7297953905324696,3kb [ 抱抱 ]
4484280209390009,幻想の日记,2025.08.07,广东,真心想要[黑脸],0,7535450961416195362,0.5465247697784026,真心 想要 [ 黑脸 ]
1644472075813936,神明哈基残,2025.08.07,山东,2m[憨笑],0,7535450961416195362,0.4737672181921908,2m [ 憨笑 ]
3206588481406653,短停,2025.08.07,广东,这是被二向箔打到了吗[憨笑],4,7535450961416195362,0.43538166282612956,二向箔 打到 [ 憨笑 ]
1178291029936094,夜礼服假面_,2025.08.07,安徽,诸位爱国之心可鉴啊[抱抱你]@Minn_,0,7535450961416195362,0.9905136683519731,爱国 之心 可鉴 [ 抱抱 ] @ Minn _
92326524073,1.7万人,2025.08.07,江苏,我可压到500Kb[呲牙],3,7535450961416195362,0.3666704608480664,可压 500Kb [ 呲 牙 ]
1196718180801463,⑩②,2025.08.07,江西,求2.2的,1,7535450961416195362,0.15082253366728382,求 2.2
1907032765773267,Ga1i,2025.08.07,山东,@7kita⁴ bro让街道的每个孩子都能看上哪吒2,1,7535450961416195362,0.7505845170777714,@ 7kita ⁴   bro 街道 孩子 哪吒 2
103194103522,白[秽土转生]等 186.7万人,2025.08.07,湖南,我这还有个成GIF的[捂脸],35,7535450961416195362,0.02810008164898936,个成 GIF [ 捂脸 ]
871255633563661,郁金香没有姨巾香,2025.08.07,江苏,咋加[黑脸][黑脸],1,7535450961416195362,0.17305745547759888,咋加 [ 黑脸 ] [ 黑脸 ]
3240979475731278,舒克坦克开贝塔,2025.08.07,浙江,我想看gif的，能识别出哪吒不[憨笑],56,7535450961416195362,0.633935394002714,gif 识别 哪吒 不 [ 憨笑 ]
2717590094884568,吉尔巴利斯,2025.08.07,北京,15MB[尬笑]3秒钟动图吗,4,7535450961416195362,0.8128025608147095,15MB [ 尬 笑 ] 3 秒钟 动图
1368211198843159,白绝,2025.08.08,广东,全损画质,0,7535450961416195362,0.6451787740081442,全损 画质
4332543998703661,秧歌帝王,2025.08.07,河南,我有200kb的,0,7535450961416195362,0.5,200kb
3566436197089179,神奇海螺,2025.08.07,浙江,我看篇都要看高清的[抱抱你],0,7535450961416195362,0.9201592127221332,篇 高清 [ 抱抱 ]
4411691555107951,臻滴学长,2025.08.07,河北,想看成品[憨笑],0,7535450961416195362,0.23082833962758653,成品 [ 憨笑 ]
2106283390936238,黑江雫,2025.08.07,湖北,昨天群里有人发了个哪吒2动图[捂脸],6,7535450961416195362,0.1381667833957968,昨天 群里 有人 发了 哪吒 2 动图 [ 捂脸 ]
940781809437646,白给羊,2025.08.07,山东,杀死了比赛[憨笑],9,7535450961416195362,0.8901750077275132,杀死 比赛 [ 憨笑 ]
68608010217,北洋将军[少羽],2025.08.07,浙江,压片战争[憨笑],0,7535450961416195362,0.4737672181921908,压片 战争 [ 憨笑 ]
811915265453784,Lucky,2025.08.07,河南,这个不是过年的时候就已经看过了吗,5,7535450961416195362,0.5618565332226944,过年 看过
3461693126214936,Aibo Haisen,2025.08.07,天津,QQ群刚看完[宕机],0,7535450961416195362,0.5797694614633843,QQ 群刚 完 [ 宕机 ]
3578263154992619,月,2025.08.07,江西,主要是把声音轨道给砍了,0,7535450961416195362,0.09922259134136191,声音 轨道 砍
2489768579706301,手写的从前,2025.08.07,新疆,谁有这种群,0,7535450961416195362,0.5151515151515154,群
4310506851283544,绣衣校尉,2025.08.07,江西,@kkuma @RonE.te 。。。zjh昨天给我发了一个[抱抱你][给力],0,7535450961416195362,0.5561845880698478,@ kkuma   @ RonE . te   zjh 昨天 给我发 [ 抱抱 ] [ 给力 ]
102558207299,孤寡,2025.08.07,湖南,@⛈ 我有，你要不要看[坏笑],0,7535450961416195362,0.487045118610266,@ ⛈   [ 坏 笑 ]
92590273580,伍佰+,2025.08.07,山东,谁有GIF求,0,7535450961416195362,0.34761211973736306,GIF 求
2647214912967835,小纸没睡醒,2025.08.07,山东,现在更新到几百kb了[赞],0,7535450961416195362,0.8219526844753571,更新 几百 kb [ 赞 ]
273151177277096,洗衣机裤兜里的卫生纸,2025.08.07,河南,@丞.% 这个就是我发你那个[抱抱你],0,7535450961416195362,0.934566936691592,@ 丞 .%   我发 [ 抱抱 ]
105716928514,用户337529,2025.08.07,新疆,到底谁才是魔丸,0,7535450961416195362,0.5,魔 丸
65871308222,草.鱼.鱼.鱼😿,2025.08.07,新加坡,里面放片都没人看得清,1,7535450961416195362,0.5467606711956953,放片 没人 看得清
3255015234877352,“旗鼓相当”的对手,2025.08.07,河南,哪找[抱抱你],0,7535450961416195362,0.5654597333896876,找 [ 抱抱 ]
514996402412936,麦当dog,2025.08.07,贵州,?,0,7535450961416195362,0.5262327818078083,?
2966948093100377,𝓞𝓹𝓽𝓲𝓶𝓲𝓼𝓽,2025.08.06,安徽,后面直接压缩成gif了[笑哭],85,7535450961416195362,0.3710524551411414,压缩成 gif [ 笑 哭 ]
82570725429,现在不想叫TY.,2025.08.07,贵州,求个gif[流泪],0,7535450961416195362,0.657396776220764,求个 gif [ 流泪 ]
64084292417,金子会发光🥕,2025.08.07,北京,@@千悠 晨秘书帮我找找那个GIF,0,7535450961416195362,0.593090493429589,@ @ 千悠   晨 秘书 帮 找 找 GIF
4332489485072205,单翼鸟,2025.08.07,四川,4.46kb都出来了[捂脸],2,7535450961416195362,0.04096626004626014,4.46 kb [ 捂脸 ]
2228046000561188,猴子大王0511,2025.08.07,江西,,0,7535450961416195362,0.5,nan
109593555122199,切切切,2025.08.07,山东,你们到底在卷什么啊[泪奔],3,7535450961416195362,0.9574086825063443,卷 [ 泪奔 ]
3944682036396782,soc7,2025.08.07,河北,有没有不到10mb能勉强看的哪吒2，我真求了[送心][18禁][抱抱你],3,7535450961416195362,0.596281271545417,有没有 不到 10mb 勉强 哪吒 2 真求 [ 送心 ] [ 18 禁 ] [ 抱抱 ]
1724508237997840,李呀李嘉图,2025.08.07,浙江,哪吒2表情包已经传开了[捂脸],0,7535450961416195362,0.05316942630711596,哪吒 2 表情 包 传开 [ 捂脸 ]
62789244983,要顺利哦ෆ( ˶'ᵕ'˶)ෆ,2025.08.07,山西,@沙滩几块 能不能给咱俩的酒鬼化妆挑战压缩一下,0,7535450961416195362,0.8284256683718553,@ 沙滩 几块   咱俩 酒鬼 化妆 挑战 压缩
827267381212318,亢奋的奶龙,2025.08.07,江苏,求gift,0,7535450961416195362,0.34761211973736306,求 gift
2141472250137079,Esc,2025.08.07,山西,这bgm是什么鬼,0,7535450961416195362,0.6371005761755891,bgm 鬼
1700314705569228,轻舟,2025.08.07,湖南,还有GIF,0,7535450961416195362,0.5,GIF
91743418514,侥幸罢了,2025.08.07,海南,有没有4k的[看],0,7535450961416195362,0.3302485663264493,有没有 4k [ ]
289890328914861,呐喊实在太美🐔,2025.08.07,河南,有[捂脸],0,7535450961416195362,0.04529741529974518,[ 捂脸 ]
1684881016890206,clam.,2025.08.07,河南,@小米锅巴ʕ ᵔᴥᵔ ʔ 坏了，这在qw群里真看过,0,7535450961416195362,0.975670789885348,@ 小米 锅巴 ʕ   ᵔ ᴥ ᵔ   ʔ   坏 qw 群里 真 看过
1253855808720152,宇智波丶斑,2025.08.07,河北,我有18mb的gif,0,7535450961416195362,0.5,18mb gif
95902758512,往生堂客卿_,2025.08.07,云南,压片战争[憨笑],0,7535450961416195362,0.4737672181921908,压片 战争 [ 憨笑 ]
83802294144,台山汤告鲁斯,2025.08.07,广东,还记得在评论区一张gif看完了整整一集猫和老鼠[捂脸],2,7535450961416195362,0.010014618792922758,记得 评论 区 一张 gif 完 整整 一集 猫和老鼠 [ 捂脸 ]
544947718068462,智慧羊角蜜,2025.08.07,河北,@小野 这也太好笑了评论还有更小的哈哈哈哈哈哈哈,0,7535450961416195362,0.984601737519872,@ 小野   太 好笑 评论 哈哈哈哈 哈哈哈
102754356772,Ciallo～(∠・ω< )⌒☆,2025.08.06,河北,已经有gif了,11,7535450961416195362,0.5,gif
921857083325881,忆难颦,2025.08.07,河北,？,0,7535450961416195362,0.5262327818078083,？
4193977886579162,星陨,2025.08.07,江西,我嘞个压片战争啊,5,7535450961416195362,0.4737672181921908,嘞 压片 战争
798688114383827,暗渊魔尊,2025.08.07,四川,这真能看么[憨笑],0,7535450961416195362,0.5042906456488253,这真能 [ 憨笑 ]
1506804135630752,全自动制氧机,2025.08.07,山东,@雾一 @稻泉 我不行了[抱抱你]我快笑死了,2,7535450961416195362,0.9999321597846208,@ 雾   @ 稻泉   不行 [ 抱抱 ] 笑 死
111181131076,王̌不̌留̌行̌,2025.08.07,山东,求一个几mb的哪吒2[憨笑],0,7535450961416195362,0.53841851385038,求 mb 哪吒 2 [ 憨笑 ]
2694245920292271,光涟.,2025.08.07,山东,加上音频16mb[捂脸],1,7535450961416195362,0.014216489089632134,音频 16mb [ 捂脸 ]
1600510378389831,千年铁皮疯狗,2025.08.07,河南,,5,7535450961416195362,0.5,nan
100004904405,芙莉莲,2025.08.07,河北,清朝保险画质,1,7535450961416195362,0.9717804799014292,清朝 画质
92968814432,Fin.,2025.08.07,四川,@树上有一颗苹果 大粉速来刷票房,0,7535450961416195362,0.9806969630438257,@ 树上 一颗 苹果   大粉 速来 刷 票房
1390195759657735,。 。 。,2025.08.07,江苏,,2,7535450961416195362,0.5,nan
2289661813729747,楚子航,2025.08.07,福建,我有gif的,0,7535450961416195362,0.5,gif
1754473945644572,0,2025.08.07,广西,,14,7535450961416195362,0.5,nan
2516133549719133,不是我，别看,2025.08.07,湖南,我这个还有29kb的[看],1,7535450961416195362,0.5,29kb [ ]
4240186500453470,钟子期,2025.08.07,湖北,我有表情包动图[尬笑],0,7535450961416195362,0.7894651561600334,表情 包动图 [ 尬 笑 ]
712960858658110,169,2025.08.07,安徽,求一个gif[流泪],0,7535450961416195362,0.657396776220764,求 gif [ 流泪 ]
3758549906764131,常青树,2025.08.07,河北,我有,0,7535450961416195362,0.5,
3050480791469097,yoyoy,2025.08.07,江西,谁有50mb的发我看看[流泪],0,7535450961416195362,0.6103402269852648,50mb 发 [ 流泪 ]
4462239352359024,等我搂一把亚索,2025.08.07,河南,bro让街区的孩子们都有哪吒二看[赞][鼓掌][感谢][比心][OK][左上][握手][抱拳][勾引][拳头][右边],40,7535450961416195362,0.9529339513386466,bro 街区 孩子 哪吒 二看 [ 赞 ] [ 鼓掌 ] [ 感谢 ] [ 比心 ] [ OK ] [ 左 ] [ 握手 ] [ 抱拳 ] [ 勾引 ] [ 拳头 ] [ 右边 ]
50548953402,彦彦有回想,2025.08.07,广东,蹲[黑脸],0,7535450961416195362,0.47286293870605056,蹲 [ 黑脸 ]
4053251719698912,👑……,2025.08.07,北京,想要,0,7535450961416195362,0.5441789912779675,想要
78769582519912,上野晴子.,2025.08.07,四川,求,0,7535450961416195362,0.3717948717948715,求
110194181194,心酸阿胜,2025.08.07,湖南,谁有,0,7535450961416195362,0.5,
2464454964416074,江海秋潮枕上生^,2025.08.07,云南,@春阳鸣清 [憨笑][666][666][666][666]压片战争,0,7535450961416195362,0.9593727218042328,@ 春阳 鸣清   [ 憨笑 ] [ 666 ] [ 666 ] [ 666 ] [ 666 ] 压片 战争
2942709523555999,为你刻痕,2025.08.07,河北,昨天刚在q群里看到，今天抖音上刷到了[黑脸][黑脸][黑脸],1,7535450961416195362,0.02322199478053877,昨天 q 群里 抖音 刷 [ 黑脸 ] [ 黑脸 ] [ 黑脸 ]
103050188017,辰秋,2025.08.07,湖北,还有高手[咒骂],1,7535450961416195362,0.4077459065930509,高手 [ 咒骂 ]
96503435045,曰天,2025.08.07,辽宁,《压片战争》[抱抱你],4,7535450961416195362,0.7085923308003611,《 压片 战争 》 [ 抱抱 ]
1913585099610728,俄罗斯钓鱼4—坤坤,2025.08.07,重庆,有没有GIF给我发一个我没看过,1,7535450961416195362,0.11941872781785112,有没有 GIF 给我发 没 看过
222519364432371,威哥🦸,2025.08.07,北京,有个4.6kb 的[捂脸],0,7535450961416195362,0.04096626004626014,有个 4.6 kb   [ 捂脸 ]
3934466328000647,奇巴💥,2025.08.07,湖北,谁有gif哪吒2[送心]qq或者wx都可以拜托拜托[送心],1,7535450961416195362,0.42863427079458205,gif 哪吒 2 [ 送心 ] qq wx 拜托 拜托 [ 送心 ]
3226422701733146,ㅤ  ㅤ    ㅤㅤ,2025.08.07,河南,什么群 相进,1,7535450961416195362,0.6018864605636258,群   相进
4189619697483821,柠檬🍋🍋,2025.08.07,重庆,bro试图让埃尼克计算机也能看哪吒二[憨笑],0,7535450961416195362,0.5584464392100086,bro 试图 埃尼克 计算机 哪吒 二 [ 憨笑 ]
1256076653365904,晚风渡行舟ʸ,2025.08.07,重庆,我有个表情包[憨笑],1,7535450961416195362,0.5226461591274691,表情 包 [ 憨笑 ]
2839397940344619,52Hertz,2025.08.07,河北,我压岁钱500万,0,7535450961416195362,0.4186856850106291,压岁钱 500
1750880798114012,望舒H-couey.u,2025.08.07,山西,压片战争[看],0,7535450961416195362,0.4737672181921908,压片 战争 [ ]
74544654334,🌈Wanda,2025.08.07,四川,你们哪来的这么多群，能邀下我吗，我喜欢看电影[流泪],1,7535450961416195362,0.9603085476495313,哪来 群 邀下 喜欢 电影 [ 流泪 ]
2466929470609709,老符撩发少年狂,2025.08.07,广东,@芙芙 @壁纸 我那个Q群里有个20mb的[捂脸][捂脸],0,7535450961416195362,0.05388790681377653,@ 芙 芙   @ 壁纸   Q 群里 有个 20mb [ 捂脸 ] [ 捂脸 ]
87601318702,旋疯开塞露,2025.08.07,广东,@大包吃小包. 评论区全是风姿。,0,7535450961416195362,0.4126423316123661,@ 大包 吃 小包 .   评论 区全 风姿
98409560222,第五你怎么了,2025.08.07,辽宁,@凯旋_ @西雅图 @Aries @前路 这个我有谁要看,1,7535450961416195362,0.9835868125448657,@ 凯旋 _   @ 西雅图   @ Aries   @ 前路  
